Date : 2022-06-14 01:25:21
Directory : /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2
Total : 202 files,  64934 codes, 514 comments, 2322 blanks, all 67770 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/activities/activities-slice.tsx.html             | HTML               |        290 |          0 |         14 |        304 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/activities/index.html                            | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/activity/activity-slice.tsx.html                 | HTML               |        179 |          0 |         14 |        193 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/activity/index.html                              | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/job/index.html                                   | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/job/job-slice.tsx.html                           | HTML               |        188 |          0 |         14 |        202 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/jobs/index.html                                  | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/jobs/jobs-api-slice.ts.html                      | HTML               |        284 |          0 |         14 |        298 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/user/index.html                                  | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/features/user/user-slice.tsx.html                         | HTML               |        155 |          0 |         14 |        169 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/index.html                                                | HTML               |        130 |          0 |         16 |        146 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/index.tsx.html                                            | HTML               |        140 |          0 |         14 |        154 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/middleware/auth/AxiosInterceptorProvider.tsx.html         | HTML               |        224 |          0 |         14 |        238 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/middleware/auth/CommonAuthProvider.tsx.html               | HTML               |        179 |          0 |         14 |        193 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/middleware/auth/index.html                                | HTML               |        130 |          0 |         16 |        146 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/middleware/auth/index.tsx.html                            | HTML               |        143 |          0 |         14 |        157 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/middleware/restclient/api.tsx.html                        | HTML               |        125 |          0 |         14 |        139 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/middleware/restclient/index.html                          | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/model/index.html                                          | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/model/job.type.tsx.html                                   | HTML               |         89 |          0 |         14 |        103 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/pages/About.tsx.html                                      | HTML               |        158 |          0 |         14 |        172 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/pages/Home.tsx.html                                       | HTML               |        182 |          0 |         14 |        196 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/pages/Loading.tsx.html                                    | HTML               |        242 |          0 |         14 |        256 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/pages/index.html                                          | HTML               |        130 |          0 |         16 |        146 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/react-app-env.d.ts.html                                   | HTML               |         77 |          0 |         14 |         91 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/services/index.html                                       | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/services/jobs.service.tsx.html                            | HTML               |        143 |          0 |         14 |        157 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/setupTests.ts.html                                        | HTML               |         83 |          0 |         14 |         97 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/styles/app-theme.ts.html                                  | HTML               |        205 |          0 |         15 |        220 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/styles/index.html                                         | HTML               |        130 |          0 |         16 |        146 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/styles/styled.d.ts.html                                   | HTML               |        212 |          0 |         14 |        226 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/styles/styles.tsx.html                                    | HTML               |      1,424 |          0 |         14 |      1,438 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/types/index.html                                          | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/types/types.tsx.html                                      | HTML               |        140 |          0 |         14 |        154 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/utils/index.html                                          | HTML               |        102 |          0 |         14 |        116 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/src/utils/test-utils.tsx.html                                 | HTML               |        149 |          0 |         14 |        163 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/styles/app-theme.ts.html                                      | HTML               |        205 |          0 |         15 |        220 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/styles/index.html                                             | HTML               |        116 |          0 |         15 |        131 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/styles/styles.tsx.html                                        | HTML               |      1,424 |          0 |         14 |      1,438 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/coverage/lcov-report/sum.js.html                                                   | HTML               |         80 |          0 |         14 |         94 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/index.d.ts                                                                         | TypeScript         |          1 |          0 |          1 |          2 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/jest.config.ts                                                                     | TypeScript         |         28 |        119 |         54 |        201 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/package-lock.json                                                                  | JSON               |     34,006 |          0 |          1 |     34,007 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/package.json                                                                       | JSON               |         87 |          0 |          1 |         88 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/public/index.html                                                                  | HTML               |         34 |         25 |          1 |         60 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/public/manifest.json                                                               | JSON               |         25 |          0 |          1 |         26 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/react-dom.d.ts                                                                     | TypeScript         |          0 |          0 |          1 |          1 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/App.tsx                                                                        | TypeScript React   |         25 |          0 |          3 |         28 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/app/hooks.ts                                                                   | TypeScript         |          4 |          0 |          1 |          5 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/app/store.ts                                                                   | TypeScript         |         25 |          0 |          2 |         27 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Activity_Components/Activity.tsx                                    | TypeScript React   |         38 |         13 |          7 |         58 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Activity_Components/ActivityContainer.tsx                           | TypeScript React   |        130 |          4 |         14 |        148 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Activity_Components/ActivityForm.tsx                                | TypeScript React   |        178 |         34 |         17 |        229 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/AddBtn.tsx                                                          | TypeScript React   |          9 |          0 |          2 |         11 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/BasicModal.test.js                                                  | JavaScript         |         31 |          0 |          9 |         40 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/BasicModal.tsx                                                      | TypeScript React   |         57 |          4 |          6 |         67 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/ExternalAPI.tsx                                                     | TypeScript React   |         40 |          5 |          9 |         54 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/HomePageHeader.tsx                                                  | TypeScript React   |         23 |          5 |          5 |         33 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/DeleteBtn.tsx                                        | TypeScript React   |          8 |          0 |          2 |         10 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/JobCard.tsx                                          | TypeScript React   |         23 |          0 |          3 |         26 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/JobCardList.tsx                                      | TypeScript React   |         48 |          1 |          3 |         52 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/JobCardNew.tsx                                       | TypeScript React   |         83 |          7 |         15 |        105 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/JobForm.test.js                                      | JavaScript         |         48 |          0 |         11 |         59 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/JobForm.tsx                                          | TypeScript React   |        144 |         20 |          8 |        172 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Job_Components/NoJobs.tsx                                           | TypeScript React   |         11 |          0 |          3 |         14 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Landing_Page_Components/Waves.css                                   | CSS                |         84 |          3 |          8 |         95 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Landing_Page_Components/Waves.tsx                                   | TypeScript React   |         44 |          3 |          2 |         49 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Login.tsx                                                           | TypeScript React   |         15 |          0 |          3 |         18 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Logout.tsx                                                          | TypeScript React   |         14 |          0 |          4 |         18 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/NavMenuItems.test.tsx                                               | TypeScript React   |         45 |          0 |         11 |         56 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/NavMenuItems.tsx                                                    | TypeScript React   |         27 |          7 |          5 |         39 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/Navbar.tsx                                                          | TypeScript React   |         28 |          0 |         11 |         39 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/SortBySelect.test.tsx                                               | TypeScript React   |          9 |          0 |          3 |         12 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/SortBySelect.tsx                                                    | TypeScript React   |          3 |          0 |          1 |          4 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/User.test.tsx                                                       | TypeScript React   |         37 |          0 |          9 |         46 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/User.tsx                                                            | TypeScript React   |         15 |         10 |          7 |         32 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/UserMenuItem.test.tsx                                               | TypeScript React   |         32 |          0 |         10 |         42 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/components/UserMenuItem.tsx                                                    | TypeScript React   |         20 |          0 |          5 |         25 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/data/mockdata.tsx                                                              | TypeScript React   |        524 |         94 |          2 |        620 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/features/UI/ui_slice.tsx                                                       | TypeScript React   |         21 |          0 |          4 |         25 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/features/activities/activities-slice.tsx                                       | TypeScript React   |         64 |          4 |          6 |         74 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/features/activity/activity-slice.tsx                                           | TypeScript React   |         33 |          0 |          4 |         37 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/features/job/job-slice.tsx                                                     | TypeScript React   |         36 |          0 |          4 |         40 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/features/jobs/jobs-api-slice.ts                                                | TypeScript         |         67 |          2 |          3 |         72 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/features/user/user-slice.tsx                                                   | TypeScript React   |         27 |          0 |          2 |         29 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/index.css                                                                      | CSS                |         20 |          0 |          4 |         24 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/index.tsx                                                                      | TypeScript React   |         18 |          1 |          5 |         24 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/middleware/auth/AxiosInterceptorProvider.tsx                                   | TypeScript React   |         44 |          0 |          8 |         52 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/middleware/auth/CommonAuthProvider.tsx                                         | TypeScript React   |         32 |          0 |          5 |         37 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/middleware/auth/index.tsx                                                      | TypeScript React   |         22 |          0 |          3 |         25 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/middleware/restclient/api.tsx                                                  | TypeScript React   |         17 |          0 |          2 |         19 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/model/job.type.tsx                                                             | TypeScript React   |          7 |          0 |          0 |          7 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/pages/About.test.tsx                                                           | TypeScript React   |         19 |          0 |          8 |         27 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/pages/About.tsx                                                                | TypeScript React   |         27 |          0 |          3 |         30 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/pages/Home.tsx                                                                 | TypeScript React   |         35 |          0 |          3 |         38 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/pages/Loading.tsx                                                              | TypeScript React   |         43 |          7 |          8 |         58 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/react-app-env.d.ts                                                             | TypeScript         |          0 |          2 |          1 |          3 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/services/jobs.service.tsx                                                      | TypeScript React   |         20 |          0 |          5 |         25 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/styles/app-theme.ts                                                            | TypeScript         |         41 |          0 |          5 |         46 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/styles/styled.d.ts                                                             | TypeScript         |         42 |          0 |          6 |         48 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/styles/styles.tsx                                                              | TypeScript React   |        406 |         21 |         25 |        452 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/types/types.tsx                                                                | TypeScript React   |         17 |          4 |          3 |         24 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/src/utils/test-utils.tsx                                                           | TypeScript React   |         23 |          0 |          4 |         27 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/store.ts                                                                           | TypeScript         |          0 |          0 |          1 |          1 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/style.css                                                                          | CSS                |         61 |          0 |         14 |         75 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/tsconfig.eslint.json                                                               | JSON               |          8 |          0 |          1 |          9 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/CS673_Frontend_TS_React/tsconfig.json                                                                      | JSON with Comments |         24 |          1 |          1 |         26 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/jobs-tracker-frontend/package.json                                                                         | JSON               |         80 |          0 |          1 |         81 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/readme.md                                                                                                  | Markdown           |         20 |          0 |         11 |         31 |
| /Users/benzinho/dev/BU/MET CS673 - Software Engineering/group-project-team2/team.md                                                                                                    | Markdown           |         12 |          0 |         12 |         24 |
| Total                                                                                                                                                                                  |                    |     64,934 |        514 |      2,322 |     67,770 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
